iter	Logloss
153	0.2845864651
154	0.2845021291
155	0.2843219788
156	0.2841019997
157	0.283955975
158	0.28387625
159	0.2837995397
160	0.2836830938
161	0.2835803144
162	0.2834719804
163	0.2832966203
164	0.283136769
165	0.2829783087
166	0.2828737366
167	0.2827617687
168	0.2826570666
169	0.2825507974
170	0.2824434242
171	0.2823811234
172	0.2822915242
173	0.2821965876
174	0.282131776
175	0.2820322848
176	0.2819129887
177	0.2818000426
178	0.2817178398
179	0.2816142382
180	0.2814980034
181	0.2813464341
182	0.2812400796
183	0.2810960623
184	0.2809887289
185	0.2808222569
186	0.2807508722
187	0.2806938675
188	0.2806317572
189	0.280448401
190	0.280384954
191	0.2802220792
192	0.2801337738
193	0.2800336673
194	0.279919849
195	0.2797744369
196	0.279655581
197	0.279393168
198	0.2793469058
199	0.2792733436
200	0.2791869031
201	0.2790716853
202	0.2789654581
203	0.2788780887
204	0.2786971901
205	0.2786327437
206	0.2785213712
207	0.2784281296
208	0.2783373457
209	0.2782620616
210	0.2781797699
211	0.2780478802
212	0.277884085
213	0.2777948587
214	0.2775921899
215	0.2775063962
216	0.2774565178
217	0.2773632961
218	0.2772695807
219	0.2771974986
220	0.2771067885
221	0.2770093456
222	0.2768745484
223	0.2767699406
224	0.2766852094
225	0.2765571605
226	0.2764387895
227	0.2763568406
228	0.2761702294
229	0.276116832
230	0.2760506294
231	0.2759141852
232	0.2758587999
233	0.2758148244
234	0.2756730582
235	0.2755997653
236	0.2755474069
237	0.275469617
238	0.2753884252
239	0.2752820462
240	0.2751901131
241	0.2750818717
242	0.2749786631
243	0.2747929833
244	0.2746974662
245	0.2746257126
246	0.2745027938
247	0.2743913768
248	0.2742649242
249	0.2741617839
250	0.2740780753
251	0.2739601431
252	0.273876077
253	0.2737844752
254	0.2736754624
255	0.2735548079
256	0.2734617378
257	0.273371463
258	0.2728992507
259	0.2728166211
260	0.2727385811
261	0.2726882336
262	0.2725843494
263	0.2724363201
264	0.2723307385
265	0.2722639589
266	0.2721626826
267	0.2718895766
268	0.2717881868
269	0.2717081324
270	0.2716353283
271	0.2715778661
272	0.2714237042
273	0.2713334755
274	0.2712323647
275	0.2711268592
276	0.2710218158
277	0.2708933331
278	0.2708162178
279	0.2707193563
280	0.270650541
281	0.2705656749
282	0.2704986301
283	0.2704063369
284	0.2703369614
285	0.270263494
286	0.2701858405
287	0.2701178631
288	0.2700397503
289	0.2697401787
290	0.2696950535
291	0.2695986907
292	0.2692866314
293	0.2690286738
294	0.2689380331
295	0.2688372981
296	0.2687271258
297	0.2686553598
298	0.2685877501
299	0.2685362005
300	0.2683950541
301	0.268296298
302	0.2680234241
303	0.2676643846
304	0.2675820374
305	0.2675137797
306	0.2674337395
307	0.2673498291
308	0.2673008493
309	0.2672057473
310	0.2671357848
311	0.2670714625
312	0.2668543603
313	0.266780471
314	0.2666793523
315	0.2666104949
316	0.2665242142
317	0.2664443845
318	0.2664047344
319	0.2663282092
320	0.2662437643
321	0.2659524707
322	0.2658865704
323	0.2658167825
324	0.2657610553
325	0.2657014333
326	0.2654452092
327	0.265281683
328	0.2652018655
329	0.2651447381
330	0.2650647726
331	0.265010787
332	0.2649462219
333	0.2648459961
334	0.2647490914
335	0.2646056366
336	0.2645658909
337	0.2644895771
338	0.2643963421
339	0.2643384799
340	0.2642884323
341	0.264227221
342	0.2641448043
343	0.2640355984
344	0.2639351863
345	0.2637251731
346	0.2636623147
347	0.2635769171
348	0.2635211646
349	0.2634675818
350	0.2632837679
351	0.2631814296
352	0.2631326513
353	0.2630505972
354	0.2629873398
355	0.2629299148
356	0.2628404693
357	0.2627745466
358	0.2627030467
359	0.2626147674
360	0.2625535057
361	0.2624932108
362	0.2624264154
363	0.2623647619
364	0.2623100507
365	0.2622138998
366	0.2621812029
367	0.2621338841
368	0.2620779953
369	0.2619889245
370	0.261932371
371	0.2618801935
372	0.2618191851
373	0.2617491263
374	0.2616699483
375	0.261612223
376	0.261525365
377	0.2614947356
378	0.2614269682
379	0.2613001509
380	0.2612368215
381	0.2611679289
382	0.2611073824
383	0.2610599412
384	0.2609903003
385	0.260926234
386	0.2608625064
387	0.2608090988
388	0.2607140897
389	0.2606590195
390	0.2605955154
391	0.2604711415
392	0.260406919
393	0.2603397453
394	0.2602651982
395	0.2602211827
396	0.2601637246
397	0.2601106679
398	0.2600405067
399	0.2599980842
400	0.2599407466
401	0.2598784015
402	0.2597905474
403	0.2597412508
404	0.2596896609
405	0.2595687879
406	0.2594953462
407	0.259411453
408	0.2593644073
409	0.2592970348
410	0.2592669913
411	0.2592066734
412	0.2589693945
413	0.2588860355
414	0.2588147989
415	0.2587586897
416	0.2587075691
417	0.258664028
418	0.2585547073
419	0.2584959864
420	0.2584240035
421	0.2583564446
422	0.258315176
423	0.258287659
424	0.2582062619
425	0.2581552852
426	0.2580873831
427	0.2580414491
428	0.2579751074
429	0.2579073436
430	0.2578479628
431	0.2578083122
432	0.2577526712
433	0.2576828323
434	0.2576099774
435	0.2575594056
436	0.2573543889
437	0.2573109322
438	0.2572790988
439	0.2572316415
440	0.2571875937
441	0.2571588132
442	0.2571018776
443	0.2570801808
444	0.2570328213
445	0.2569838625
446	0.2569544254
447	0.2569107493
448	0.2568652092
449	0.2568302817
450	0.2568009882
451	0.2566929234
452	0.2566206855
453	0.2565524111
454	0.2564868983
455	0.2564548741
456	0.2564039127
457	0.256337285
458	0.2562864159
459	0.256242794
460	0.2561743371
461	0.2561190051
462	0.2560461192
463	0.2559883511
464	0.2559501367
465	0.2558884579
466	0.2558316062
467	0.2557871043
468	0.2557299112
469	0.2556823388
470	0.2556295137
471	0.2555452358
472	0.2554997254
473	0.2554475171
474	0.2554015486
475	0.2553258113
476	0.2552812638
477	0.2552514324
478	0.2550922416
479	0.255051081
480	0.2550045149
481	0.2549440591
482	0.2549032562
483	0.2548760625
484	0.25480429
485	0.2547696508
486	0.2547136864
487	0.2546715111
488	0.2546121107
489	0.254521523
490	0.2544684456
491	0.2543240265
492	0.2542735391
493	0.254249344
494	0.2542029234
495	0.2541503322
496	0.2541198764
497	0.2540734031
498	0.2540392139
499	0.2539929972
500	0.2539623778
501	0.2539114245
502	0.2538653768
503	0.2538123493
504	0.2537394063
505	0.2536630342
506	0.2535976657
507	0.2535372041
508	0.2534822896
509	0.253422833
510	0.2533783642
511	0.2532335228
512	0.2531834087
513	0.2531138662
514	0.2530631223
515	0.2529742461
516	0.2529166914
517	0.2528628875
518	0.2528105863
519	0.2527652638
520	0.2527433861
521	0.2526681513
522	0.2526148986
523	0.2525667195
524	0.2525254713
525	0.2524884521
526	0.252434335
527	0.2523610915
528	0.2523109496
529	0.2522402612
530	0.2521362566
531	0.2520877809
532	0.2520492674
533	0.251986931
534	0.2519172221
535	0.2518595889
536	0.2517807376
537	0.2517093776
538	0.2516787917
539	0.2516447379
540	0.2515982403
541	0.2515631532
542	0.2515393515
543	0.2515211512
544	0.2514835428
545	0.2514431726
546	0.2513985911
547	0.2513249414
548	0.2512978967
549	0.2512301868
550	0.2511747508
551	0.2511406977
552	0.2511161676
553	0.2510808829
554	0.2510181058
555	0.2509826169
556	0.2509456866
557	0.2509229263
558	0.2508875046
559	0.2508580437
560	0.2508242619
561	0.2507558834
562	0.2507080177
563	0.2506453634
564	0.2506016016
565	0.2505434456
566	0.2504811713
567	0.2504228258
568	0.250359929
569	0.2503159243
570	0.2502842082
571	0.2502309039
572	0.2502030934
573	0.2501211021
574	0.2500854691
575	0.2500052044
576	0.2499661407
577	0.2498994079
578	0.2498506098
579	0.2497958941
580	0.2497280819
581	0.2496962093
582	0.2496643749
583	0.2495504769
584	0.2494716576
585	0.2494176716
586	0.2493760399
587	0.2493329151
588	0.2493085166
589	0.2492591375
590	0.249201776
591	0.2491611436
592	0.2490989396
593	0.2490465628
594	0.2490087034
595	0.2489483926
596	0.2489122513
597	0.2488791387
598	0.2488228482
599	0.2487837719
600	0.2487622535
601	0.2486978448
602	0.248661737
603	0.2486098161
604	0.2485693429
605	0.2485296496
606	0.2484726348
607	0.2483666179
608	0.2483261688
609	0.248277151
610	0.2482355304
611	0.2482100854
612	0.2481332175
613	0.2480959282
614	0.2480327679
615	0.2479700132
616	0.247909684
617	0.2478766307
618	0.2478151545
619	0.2477701022
620	0.2477121289
621	0.2476792692
622	0.2476414578
623	0.2475893193
624	0.2475456944
625	0.2475052149
626	0.2474424592
627	0.2473975827
628	0.2473543378
629	0.2472860788
630	0.2472336161
631	0.2472135504
632	0.2471782408
633	0.247136839
634	0.2470952645
635	0.2470533023
636	0.2469884917
637	0.2469424522
638	0.2468926879
639	0.2468377836
640	0.2467872788
641	0.2467242174
642	0.2466736527
643	0.2466291771
644	0.2465617923
645	0.2465022543
646	0.2464602327
647	0.2463846913
648	0.2463487659
649	0.2463012034
650	0.246240388
651	0.2462072666
652	0.246168299
653	0.2461340314
654	0.2460730996
655	0.2460292857
656	0.245999374
657	0.2459531224
658	0.2459123938
659	0.2458761342
660	0.2458603496
661	0.2458004566
662	0.245768692
663	0.2457257705
664	0.2456922077
665	0.2456521522
666	0.2456271141
667	0.2455949636
668	0.2455677036
669	0.2455223765
670	0.245498655
671	0.2454523927
672	0.2454339162
673	0.2453857805
674	0.2453444433
675	0.2453009758
676	0.2452388926
677	0.2451987817
678	0.2451574112
679	0.2451192596
680	0.2450571805
681	0.2450302767
682	0.2449798531
683	0.2449285357
684	0.2448914932
685	0.2448732313
686	0.2448183944
687	0.2447736229
688	0.2447166643
689	0.2446499326
690	0.2445971901
691	0.2445553662
692	0.2445034553
693	0.2444545386
694	0.2444185215
695	0.2443744705
696	0.2443519034
697	0.244314356
698	0.2442721815
699	0.2442413319
700	0.2442250096
701	0.2441886959
702	0.244133363
703	0.2441041206
704	0.244035245
705	0.2440040143
706	0.2439470531
707	0.2439150385
708	0.2438624533
709	0.2438035768
710	0.2437532887
711	0.2437008036
712	0.2436722536
713	0.2436441376
714	0.2436136438
715	0.2435739007
716	0.2435101873
717	0.2434712438
718	0.2433825437
719	0.2433422213
720	0.2433040969
721	0.2432684543
722	0.2432379196
723	0.2432108317
724	0.2431681121
725	0.2431277177
726	0.2430898274
727	0.2430401088
728	0.2429912911
729	0.2429538741
730	0.2428965739
731	0.2428551443
732	0.2427941967
733	0.2427584475
734	0.2427339989
735	0.2427031738
736	0.2426854824
737	0.242659342
738	0.2426346398
739	0.2425919557
740	0.2424986079
741	0.2424709349
742	0.2424425933
743	0.2424069134
744	0.242368942
745	0.2423358948
746	0.2422841771
747	0.2422447103
748	0.2422157905
749	0.2421717207
750	0.2421295502
751	0.2420918107
752	0.2420539557
753	0.2420150935
754	0.2419777346
755	0.2419348619
756	0.241884385
757	0.2418301023
758	0.2417895403
759	0.2417544843
760	0.2417128698
761	0.2416751977
762	0.2416188722
763	0.2415917063
764	0.2415687626
765	0.2415213714
766	0.2415027029
767	0.2414474679
768	0.2414042265
769	0.2413449233
770	0.2412956226
771	0.2412647507
772	0.2412122188
773	0.2411889093
774	0.2411620745
775	0.2411457975
776	0.2411078943
777	0.2410745981
778	0.2410183561
779	0.2409616889
780	0.2409103912
781	0.2408956973
782	0.2408443339
783	0.24082296
784	0.2407918266
785	0.2407664266
786	0.2407474743
787	0.2407207311
788	0.2407010433
789	0.2406442896
790	0.2405872449
791	0.2405642678
792	0.2405324409
793	0.2405094702
794	0.2404946913
795	0.2404763911
796	0.2404280073
797	0.2403720889
798	0.2403529366
799	0.2403149181
800	0.2401689375
801	0.2401292257
802	0.240073395
803	0.2400553551
804	0.2400095414
805	0.2399626215
806	0.2399303249
807	0.2399045553
808	0.2398713387
809	0.2398472478
810	0.2397996432
811	0.2397363837
812	0.2397064258
813	0.2396959697
814	0.2396343835
815	0.2396135165
816	0.2395703249
817	0.2394933255
818	0.2394096241
819	0.2393677704
820	0.2393295407
821	0.2392863657
822	0.2392419031
823	0.239195085
824	0.2391515104
825	0.2391080761
826	0.2390701834
827	0.2390404737
828	0.2390266227
829	0.2389887729
830	0.2389425444
831	0.2389168752
832	0.2388624145
833	0.2387960165
834	0.2387709482
835	0.2387314638
836	0.2386989656
837	0.238673311
838	0.2386218102
839	0.2385927732
840	0.2385427502
841	0.2385206277
842	0.238479516
843	0.2384615342
844	0.2384183283
845	0.2383827562
846	0.2383481381
847	0.2383363731
848	0.2383193463
849	0.2382832931
850	0.2382443711
851	0.2382037411
852	0.2381692733
853	0.238141189
854	0.2381284679
855	0.2380927897
856	0.2380510074
857	0.2380178636
858	0.2379923892
859	0.2379385351
860	0.2379104987
861	0.2378773242
862	0.2378547902
863	0.2378335129
864	0.2378162876
865	0.2377826584
866	0.237738908
867	0.2376995516
868	0.237647206
869	0.2376269933
870	0.237592611
871	0.237560285
872	0.2375226644
873	0.2374896089
874	0.237430071
875	0.2374050647
876	0.2373820693
877	0.2373697869
878	0.2373379914
879	0.2372947745
880	0.2372685687
881	0.2372240208
882	0.2372026084
883	0.2371879669
884	0.2371405595
885	0.2371091047
886	0.2370655246
887	0.2370285914
888	0.2369628665
889	0.2369351603
890	0.2369244856
891	0.2369058373
892	0.2368636368
893	0.236836549
894	0.2368130951
895	0.2367730628
896	0.2367345183
897	0.2366873463
898	0.236658449
899	0.2366188066
900	0.2365644045
901	0.2365557711
902	0.2365163689
903	0.2364716298
904	0.2364227277
905	0.2363945745
906	0.2363620319
907	0.2363268622
908	0.236268412
909	0.2362221255
910	0.2361624783
911	0.2361360831
912	0.2360950789
913	0.2360513605
914	0.2360273458
915	0.2359955995
916	0.2359573043
917	0.2359088068
918	0.23586188
919	0.2358286736
920	0.2357926107
921	0.2357796827
922	0.2357467911
923	0.23568204
924	0.2356484868
925	0.2356154663
926	0.2355565359
927	0.2355365442
928	0.2355064687
929	0.2354778172
930	0.2354548274
931	0.2354460279
932	0.235408878
933	0.2353765806
934	0.2352996526
935	0.2352629172
936	0.2352353925
937	0.2351895983
938	0.2351351624
939	0.2351143145
940	0.2350691695
941	0.235044323
942	0.2350230989
943	0.2349788402
944	0.2349352758
945	0.2348854935
946	0.2348483699
947	0.2348186666
948	0.2347714142
949	0.2347277242
950	0.2346932869
951	0.2346618114
952	0.2346185155
953	0.2345848374
954	0.2345406645
955	0.2345090334
956	0.2344679178
957	0.2344252594
958	0.2343848339
959	0.2343488323
960	0.2342978469
961	0.2342583712
962	0.2342161428
963	0.2341554932
964	0.2340717918
965	0.2340486467
966	0.2340136154
967	0.2339611188
968	0.2339102491
969	0.23386813
970	0.233842878
971	0.2338092804
972	0.2337768795
973	0.2337464217
974	0.2337079149
975	0.23365075
976	0.2336040201
977	0.2335685954
978	0.2335427219
979	0.2335046816
980	0.2334854965
981	0.2334461839
982	0.2334022412
983	0.2333692642
984	0.2333445601
985	0.2333053768
986	0.233290715
987	0.2332790532
988	0.2332474193
989	0.2332292612
990	0.2331866121
991	0.2331607911
992	0.233119528
993	0.2330822164
994	0.2330327431
995	0.2330023859
996	0.2329650269
997	0.2329112488
998	0.2328796148
999	0.2328362852
